Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2021-2022 FTE,2022-2023 FTE,2022-2023 Approved,2022-2023 Adopted,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,3400.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,8882.94
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,2100.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,5220.29
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,3000.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,4784.7
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,4200.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,3918.07
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,4000.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,5495.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,300.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,385.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,200.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,280.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2021-2022 Budget,2021-01-01,District Office,17600.0
1.0,2512190001000000 - SIA - STUDENT SUPPORT,251-2190-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512190001000000,SIA - STUDENT SUPPORT,2022-2023 Proposed,2022-01-01,District Office,17804.64
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,113.0,ADMINISTRATORS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,121287.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,15315.07
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,9000.31
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,8249.3
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,6755.15
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,9473.93
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,663.78
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,233.0,PFMLI,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,482.75
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2019-2020 Actual,2019-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2020-2021 Actual,2020-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2021-2022 Budget,2021-01-01,District Office,0.0
1.0,2512210001000000 - SIA - DIR TEACH/LEARN,251-2210-001-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2512210001000000,SIA - DIR TEACH/LEARN,2022-2023 Proposed,2022-01-01,District Office,21600.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,69810.96
125.0,2511111125000000 - SIA - GS,251-1111-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,111.0,LIC SALARIES,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,59149.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,3690.69
125.0,2511111125000000 - SIA - GS,251-1111-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,7429.82
125.0,2511111125000000 - SIA - GS,251-1111-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,212.0,PERS PICK-UP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,4366.33
125.0,2511111125000000 - SIA - GS,251-1111-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,5532.51
125.0,2511111125000000 - SIA - GS,251-1111-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,213.0,PERS UAL SERIES 2002,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,4001.99
125.0,2511111125000000 - SIA - GS,251-1111-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,4241.01
125.0,2511111125000000 - SIA - GS,251-1111-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,214.0,PERS UAL SERIES 2003,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,3277.13
125.0,2511111125000000 - SIA - GS,251-1111-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,5061.14
125.0,2511111125000000 - SIA - GS,251-1111-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,220.0,SOC SEC ADMIN,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,4596.1
125.0,2511111125000000 - SIA - GS,251-1111-125-000,230.0,OTHER REQ PAYROLL COSTS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,230.0,OTHER REQ PAYROLL COSTS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,230.0,OTHER REQ PAYROLL COSTS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,230.0,OTHER REQ PAYROLL COSTS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,322.02
125.0,2511111125000000 - SIA - GS,251-1111-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,241.72
125.0,2511111125000000 - SIA - GS,251-1111-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,234.2
125.0,2511111125000000 - SIA - GS,251-1111-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,17003.4
125.0,2511111125000000 - SIA - GS,251-1111-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,241.0,MED-DEN-VIS,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2022-2023 Proposed,2022-01-01,Grade School,17804.64
125.0,2511111125000000 - SIA - GS,251-1111-125-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2019-2020 Actual,2019-01-01,Grade School,0.0
125.0,2511111125000000 - SIA - GS,251-1111-125-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2020-2021 Actual,2020-01-01,Grade School,813.95
125.0,2511111125000000 - SIA - GS,251-1111-125-000,318.0,PROF DEV/NON-INSTRUCTTION,0.0,0.0,0.0,0.0,251,STUDENT INVESTMENT ACCT,2511111125000000,SIA - GS,2021-2022 Budget,2021-01-01,Grade School,30000.0
